work_id,scope,audit_tranche,audit_shard,risk_priority,formid,editor_id,canonical_source_plugin,direct_read,classification,deep_read,owner_verdict,tagged_rows,crossgen,promoted,post_readback,notes
COREQ-0123,core,V02,V02-01,standard,Skyrim.esm:023A64,MS07,Skyrim.esm,ok,APPROVED,ok,APPROVED,ok,ok,ok,ok,"Vanilla sabotage row proposed at s100; review behavior with the dependency-gated Save the Icerunner route before promotion. Owner approved 2026-08-12; cross-generation, promotion, and post-readback pending root closeout. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok."
COREQ-0124,core,V02,V02-01,existing-core-row,Skyrim.esm:023B6C,T01,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,not-needed,not-needed,ok,ok,
COREQ-0125,core,V02,V02-01,standard,Skyrim.esm:023C1D,DialogueGenericFriendlyFire,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0126,core,V02,V02-01,standard,Skyrim.esm:023E5E,DialogueBrandyMugFarm1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0127,core,V02,V02-01,standard,Skyrim.esm:023E60,DialogueCompanionsJorrvaskr,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0128,core,V02,V02-01,standard,Skyrim.esm:023E61,DialogueKynesgroveGannaGemma2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0129,core,V02,V02-01,standard,Skyrim.esm:023E63,DialogueKynesgroveGannaGemma3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0130,core,V02,V02-01,standard,Skyrim.esm:023E65,DialogueKynesgroveGannaGemma4,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0131,core,V02,V02-01,standard,Skyrim.esm:023E67,DialogueKynesgroveGannaGemma5,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0132,core,V02,V02-01,standard,Skyrim.esm:023E69,DialogueKynesgroveGannaGemma6,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0133,core,V02,V02-01,standard,Skyrim.esm:023E6B,DialogueKynesgroveKjeldYoungerIddra1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0134,core,V02,V02-01,standard,Skyrim.esm:023E6D,DialogueKynesgroveKjeldYoungerIddra2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0135,core,V02,V02-01,standard,Skyrim.esm:023E6F,DialogueKynesgroveKjeldYoungerIddra3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0136,core,V02,V02-01,standard,Skyrim.esm:023E77,DialogueKynesgroveKjeldYoungerKjeld1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0137,core,V02,V02-01,standard,Skyrim.esm:023E79,DialogueKynesgroveKjeldYoungerKjeld2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0138,core,V02,V02-01,standard,Skyrim.esm:023E7B,DialogueKynesgroveKjeldYoungerKjeld3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0139,core,V02,V02-01,standard,Skyrim.esm:023E7D,DialogueKynesgroveRoggiIddra1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0140,core,V02,V02-01,standard,Skyrim.esm:023E7F,DialogueKynesgroveRoggiIddra2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0141,core,V02,V02-01,standard,Skyrim.esm:023E81,DialogueKynesgroveRoggiIddra3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0142,core,V02,V02-01,standard,Skyrim.esm:023E83,DialogueKynesgroveRoggiKjeld1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0143,core,V02,V02-01,standard,Skyrim.esm:023E86,DialogueKynesgroveRoggiKjeld2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0144,core,V02,V02-01,standard,Skyrim.esm:023E8C,DialogueKynesgroveRoggiKjeld3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0145,core,V02,V02-01,standard,Skyrim.esm:023E92,DialogueBrandyMugFarm2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0146,core,V02,V02-01,standard,Skyrim.esm:023E9F,DialogueBrandyMugFarm3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0147,core,V02,V02-01,standard,Skyrim.esm:023EA1,DialogueHlaaluFarm1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0148,core,V02,V02-01,standard,Skyrim.esm:023EA3,DialogueHlaaluFarm2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0149,core,V02,V02-01,standard,Skyrim.esm:023EA5,DialogueHlaaluFarm3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0150,core,V02,V02-01,standard,Skyrim.esm:023EA8,DialogueHollyfrostFarmTulvurHillevi1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0151,core,V02,V02-01,standard,Skyrim.esm:023EAA,DialogueHollyfrostFarmTulvurHillevi2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0152,core,V02,V02-01,standard,Skyrim.esm:023EAC,DialogueHollyfrostFarmTulvurTorsten1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0153,core,V02,V02-01,standard,Skyrim.esm:023EAE,DialogueHollyfrostFarmTulvurTorsten2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0154,core,V02,V02-01,standard,Skyrim.esm:023EB0,DialogueNarzulburMauhulakhBolar1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0155,core,V02,V02-01,standard,Skyrim.esm:023EB3,DialogueNarzulburMauhulakhBolar2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0156,core,V02,V02-01,standard,Skyrim.esm:023EB5,DialogueNarzulburMauhulakhYatul1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0157,core,V02,V02-01,standard,Skyrim.esm:023EB7,DialogueNarzulburMauhulakhYatul2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0158,core,V02,V02-01,standard,Skyrim.esm:023EB9,DialogueNarzulburMauhulakhUrog1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0159,core,V02,V02-01,standard,Skyrim.esm:023EBB,DialogueNarzulburMauhulakhUrog2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0160,core,V02,V02-01,standard,Skyrim.esm:023EBD,DialogueNarzulburMauhulakhUrog3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0161,core,V02,V02-01,standard,Skyrim.esm:023EBF,DialogueNarzulburBolarYatul1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0162,core,V02,V02-01,standard,Skyrim.esm:023EC1,DialogueNarzulburBolarYatul2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0163,core,V02,V02-01,standard,Skyrim.esm:023EC3,DialogueNarzulburBolarYatul3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0164,core,V02,V02-01,standard,Skyrim.esm:023EC5,DialogueNarzulburBolarYatul4,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0165,core,V02,V02-01,standard,Skyrim.esm:023EC7,DialogueNarzulburMauhulakhDushnamub1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0166,core,V02,V02-01,standard,Skyrim.esm:023EC9,DialogueNarzulburMauhulakhDushnamub2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0167,core,V02,V02-01,standard,Skyrim.esm:023ECB,DialogueNarzulburMauhulakhDushnamub3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0168,core,V02,V02-01,standard,Skyrim.esm:023ECD,DialogueNarzulburMulGadba1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0169,core,V02,V02-01,standard,Skyrim.esm:023ECF,DialogueNarzulburMulGadba2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0170,core,V02,V02-01,standard,Skyrim.esm:023ED1,DialogueNarzulburMulGadba3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0171,core,V02,V02-01,standard,Skyrim.esm:023ED3,DialogueNarzulburMulGadba4,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0172,core,V02,V02-01,standard,Skyrim.esm:023ED5,DialogueNarzulburUrogYatul1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0173,core,V02,V02-01,standard,Skyrim.esm:023ED7,DialogueNarzulburUrogYatul2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0174,core,V02,V02-01,standard,Skyrim.esm:023ED9,DialogueNarzulburUrogYatul3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0175,core,V02,V02-01,standard,Skyrim.esm:023EEB,WIThief01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0176,core,V02,V02-01,standard,Skyrim.esm:024151,DarkSideContractDialogue,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0177,core,V02,V02-01,standard,Skyrim.esm:0242B5,DialogueKarthwasten,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0178,core,V02,V02-01,existing-core-row,Skyrim.esm:0242BA,MQ105,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,not-needed,not-needed,ok,ok,
COREQ-0179,core,V02,V02-01,standard,Skyrim.esm:02430E,DialogueWinterhold,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0180,core,V02,V02-01,standard,Skyrim.esm:024E1A,CWMerchants,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0181,core,V02,V02-01,standard,Skyrim.esm:025185,CR02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0182,core,V02,V02-01,standard,Skyrim.esm:02522F,CR05,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0183,core,V02,V02-01,standard,Skyrim.esm:025230,CR03,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0184,core,V02,V02-01,standard,Skyrim.esm:025252,CR09,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0185,core,V02,V02-01,standard,Skyrim.esm:025EED,DialogueMarkarthInnKlepprFrabbiScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0186,core,V02,V02-01,standard,Skyrim.esm:025EEE,DialogueMarkarthInnOmluagHathrasilScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0187,core,V02,V02-01,standard,Skyrim.esm:025EEF,DialogueMarkarthInnEndonsFamilyScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0188,core,V02,V02-01,standard,Skyrim.esm:025EF1,DialogueMarkarthInnDegaineCosnachScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0189,core,V02,V02-01,standard,Skyrim.esm:025EF2,DialogueMarkarthKeepStormcloakCourtScene03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0190,core,V02,V02-01,standard,Skyrim.esm:025EF3,DialogueMarkarthInnFrabbiHreinnScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0191,core,V02,V02-01,standard,Skyrim.esm:025EF7,DialogueMarkarthInnKlepprFrabbiScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0192,core,V02,V02-01,standard,Skyrim.esm:025EF8,DialogueMarkarthBlacksmithScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0193,core,V02,V02-01,standard,Skyrim.esm:025EF9,DialogueMarkarthKeepStormcloakCourtScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0194,core,V02,V02-01,standard,Skyrim.esm:025EFB,DialogueMarkarthInnKlepprFrabbiScene03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0195,core,V02,V02-01,standard,Skyrim.esm:025EFE,DialogueMarkarthInnKlepprCosnachScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0196,core,V02,V02-01,standard,Skyrim.esm:025EFF,DialogueMarkarthInnYngvarKlepprScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0197,core,V02,V02-01,standard,Skyrim.esm:025F00,DialogueMarkarthIntroBlacksmithScene,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0198,core,V02,V02-01,standard,Skyrim.esm:025F01,DialogueMarkarthKeepStormcloakCourtScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0199,core,V02,V02-01,standard,Skyrim.esm:025F02,DialogueMarkarthInnKlepprHreinnScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0200,core,V02,V02-01,standard,Skyrim.esm:025F03,DialogueMarkarthInnKlepprHreinnScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0201,core,V02,V02-01,standard,Skyrim.esm:025F05,DialogueMarkarthInnOgmundKlepprScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0202,core,V02,V02-01,standard,Skyrim.esm:025F07,DialogueMarkarthKeepImperialCourtScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0203,core,V02,V02-01,standard,Skyrim.esm:025F08,DialogueMarkarthHagsCureSceneMuiriBothela02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0204,core,V02,V02-01,standard,Skyrim.esm:025F25,DialogueMarkarthHagsCureSceneMuiriBothela01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0205,core,V02,V02-01,standard,Skyrim.esm:025F26,DialogueMarkarthInnDegaineCosnachScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0206,core,V02,V02-01,existing-core-row,Skyrim.esm:025F3E,MS14,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,not-needed,not-needed,ok,ok,
COREQ-0207,core,V02,V02-01,standard,Skyrim.esm:026017,DialogueMarkarthKeepImperialCourtScene03,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0208,core,V02,V02-01,standard,Skyrim.esm:026041,DialogueMarkarthKeepKitchenScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0209,core,V02,V02-01,standard,Skyrim.esm:026043,DialogueMarkarthKeepCalcelmoAicantarScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0210,core,V02,V02-01,standard,Skyrim.esm:026044,DialogueMarkarthInnEndonsFamilyScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0211,core,V02,V02-01,standard,Skyrim.esm:026046,DialogueMarkarthKeepImperialCourtScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0212,core,V02,V02-01,standard,Skyrim.esm:026047,DialogueMarkarthKeepCalcelmoAicantarScene02,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0213,core,V02,V02-01,standard,Skyrim.esm:026048,DialogueMarkarthKeepKitchenScene01,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0214,core,V02,V02-01,standard,Skyrim.esm:02610A,MQ102B,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0215,core,V02,V02-01,existing-core-row,Skyrim.esm:02610B,CW02B,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,"Owner approved correction of every s72 undead row to directly existing s160; direct VMAD proves QF_MQ103B_0002610B Fragment_40 at s160. RUNTIME-VERIFY remains required. Owner approved 2026-08-12; cross-generation, promotion, and post-readback pending root closeout. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok."
COREQ-0216,core,V02,V02-01,existing-core-row,Skyrim.esm:02610C,MQ104,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,not-needed,not-needed,ok,ok,
COREQ-0217,core,V02,V02-01,standard,Skyrim.esm:0266F1,MGR01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0218,core,V02,V02-01,standard,Skyrim.esm:0266F2,MGR02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0219,core,V02,V02-01,standard,Skyrim.esm:0267EB,DialogueCrimeGuards,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0220,core,V02,V02-01,standard,Skyrim.esm:0268E9,DialogueHaafingarHold,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0221,core,V02,V02-01,standard,Skyrim.esm:02694B,WIKill02,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0222,core,V02,V02-01,standard,Skyrim.esm:026C4D,MS06,Skyrim.esm,ok,APPROVED,not-needed,APPROVED,ok,ok,ok,ok,"Owner approved 2026-08-12; cross-generation, promotion, and post-readback pending root closeout. direct_post_promotion_readback=ok; route_evidence=ok; runtime_marker_check=ok; compile=ok."
COREQ-0223,core,V02,V02-01,standard,Skyrim.esm:026E45,DialogueRiverwoodSleepingGiantScene1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0224,core,V02,V02-01,standard,Skyrim.esm:026E4A,DialogueRiverwoodSleepingGiantScene2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0225,core,V02,V02-01,standard,Skyrim.esm:026E4C,DialogueRiverwoodLucansDryGoodsScene1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0226,core,V02,V02-01,standard,Skyrim.esm:026E50,DialogueRiverwoodFamilyScene1,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0227,core,V02,V02-01,standard,Skyrim.esm:026E52,DialogueRiverwoodFamilyScene2,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0228,core,V02,V02-01,standard,Skyrim.esm:026E55,DialogueRiverwoodFamilyScene3,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0229,core,V02,V02-01,standard,Skyrim.esm:026F45,CWCampaignObj,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0230,core,V02,V02-01,standard,Skyrim.esm:0270A4,DialogueWhiterun,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0231,core,V02,V02-01,standard,Skyrim.esm:027E2A,CreatureDialogueMammoth,Skyrim.esm,ok,STRUCTURAL-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0232,core,V02,V02-01,standard,Skyrim.esm:028922,TGRGF,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0233,core,V02,V02-01,standard,Skyrim.esm:028923,TGRShell,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0234,core,V02,V02-01,standard,Skyrim.esm:028936,TGRHC,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0235,core,V02,V02-01,standard,Skyrim.esm:02893B,TGRBE,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0236,core,V02,V02-01,standard,Skyrim.esm:02893E,TGRSL,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0237,core,V02,V02-01,standard,Skyrim.esm:0289E2,WIKill01,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0238,core,V02,V02-01,standard,Skyrim.esm:028A13,MGR10,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0239,core,V02,V02-01,standard,Skyrim.esm:028A19,MGR11,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
COREQ-0240,core,V02,V02-01,standard,Skyrim.esm:028A1E,MGR12,Skyrim.esm,ok,SEMANTIC-SILENT,not-needed,SILENT,not-needed,not-needed,not-needed,not-needed,
