"exchange_schema","copy_id","flow_ids","journey","event","surface","runtime_location","current_runtime_text","gameplay_contract","character_budget","risk","dynamic","row_fingerprint","owner_status","owner_draft","owner_note"
"pdv.copy-prose-exchange.v1","esp:mesg:071042:Devotion.esp:menubuttons[2].text","journey.origin-choice;race.orc;surface.message","Shared","unclassified","message-button","Devotion.esp:MESG:071042:Devotion.esp:PDV_MSG_StartupOrcChoice:MenuButtons[2].Text","Legion/Exile","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","18e4c7f5c655beec0a00adf3d792aa4d","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071042:Devotion.esp:name","journey.origin-choice;race.orc;surface.message","Shared","unclassified","message-record-name","Devotion.esp:MESG:071042:Devotion.esp:PDV_MSG_StartupOrcChoice:Name","Orc startup life mode","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","","P2","false","367d8b23216089018f2ff6493a71fe77","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071043:Devotion.esp:description","journey.origin-choice;surface.message","Shared","unclassified","message-body","Devotion.esp:MESG:071043:Devotion.esp:PDV_MSG_StartupConfirmChoice:Description","The road you choose now sets where your devotion begins. Walk it?
Nothing is sealed -- how you live from here shapes the rest.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","500","P2","false","2a8e741784b617897cc74a8ee7d10823","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071043:Devotion.esp:menubuttons[0].text","journey.origin-choice;surface.message","Shared","unclassified","message-button","Devotion.esp:MESG:071043:Devotion.esp:PDV_MSG_StartupConfirmChoice:MenuButtons[0].Text","Walk this path","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","0d3813b747356016231b67907bb3d1f9","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071043:Devotion.esp:menubuttons[1].text","journey.origin-choice;surface.message","Shared","unclassified","message-button","Devotion.esp:MESG:071043:Devotion.esp:PDV_MSG_StartupConfirmChoice:MenuButtons[1].Text","Choose again","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","40","P2","false","d63d705990eada4d94382475b59b1d05","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071043:Devotion.esp:name","journey.origin-choice;surface.message","Shared","unclassified","message-record-name","Devotion.esp:MESG:071043:Devotion.esp:PDV_MSG_StartupConfirmChoice:Name","Startup confirmation","Live record field is inventoried, but its current firing/attachment contract still requires source linkage.","","P2","false","a90fcde9d56d7c458dd5687e16f325c9","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124C:Devotion.esp:description","daedric.milestone;surface.message","Daedric","tier.initial-recognition","message-body","Devotion.esp:MESG:07124C:Devotion.esp:PDV_Notif_Daedric_Mephala_SeekerEntry:Description","Mephala counts you a Seeker of the web.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per save","80","P3","false","b03bcb2d4fc468f4321b535dab1a576c","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124C:Devotion.esp:name","daedric.milestone;surface.message","Daedric","tier.initial-recognition","message-record-name","Devotion.esp:MESG:07124C:Devotion.esp:PDV_Notif_Daedric_Mephala_SeekerEntry:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per save","80","P2","false","ac1828029271c9bef5c7091839e5c265","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124D:Devotion.esp:description","daedric.milestone;surface.message","Daedric","tier.devoted","message-body","Devotion.esp:MESG:07124D:Devotion.esp:PDV_Notif_Daedric_Mephala_DevotedEntry:Description","Mephala draws you into the web. Devoted.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per save","80","P3","false","c9e058e04c9ad568656f746b94843d0f","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124D:Devotion.esp:name","daedric.milestone;surface.message","Daedric","tier.devoted","message-record-name","Devotion.esp:MESG:07124D:Devotion.esp:PDV_Notif_Daedric_Mephala_DevotedEntry:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per save","80","P2","false","3e16a855175e2d9648aedd81642405de","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124E:Devotion.esp:description","daedric.exit;surface.message","Daedric","neglect.lapse","message-body","Devotion.esp:MESG:07124E:Devotion.esp:PDV_Notif_Daedric_Mephala_Lapse:Description","Mephala's threads loosen. The web's advantage thins.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per direction per save","80","P3","false","aad69e6fc00cb3d65040d329d4af0eba","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124E:Devotion.esp:name","daedric.exit;surface.message","Daedric","neglect.lapse","message-record-name","Devotion.esp:MESG:07124E:Devotion.esp:PDV_Notif_Daedric_Mephala_Lapse:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per direction per save","80","P2","false","ad0207a0036921b14aac01aed77f2f94","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124F:Devotion.esp:description","daedric.milestone;surface.message","Daedric","champion.entry","message-body","Devotion.esp:MESG:07124F:Devotion.esp:PDV_Msg_Daedric_Mephala_ChampionEntry:Description","You learned that everything is connected, and that the one who holds the threads holds the room. I do not shout; neither should you. You are of the web now, Champion -- and the web is never set down cleanly. Pull, and see who moves.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One-time on first Champion tier","500","P3","false","9879852e589dad622bafead3929efc7c","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124F:Devotion.esp:menubuttons[0].text","daedric.milestone;surface.message","Daedric","champion.entry","message-button","Devotion.esp:MESG:07124F:Devotion.esp:PDV_Msg_Daedric_Mephala_ChampionEntry:MenuButtons[0].Text","Accept","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One-time on first Champion tier","500","P2","false","5fe05ac5b68617d77925b07ebe56d2a0","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124F:Devotion.esp:menubuttons[1].text","daedric.milestone;surface.message","Daedric","champion.entry","message-button","Devotion.esp:MESG:07124F:Devotion.esp:PDV_Msg_Daedric_Mephala_ChampionEntry:MenuButtons[1].Text","Decline","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One-time on first Champion tier","500","P2","false","60060758037752016078531665c5b6c6","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:07124F:Devotion.esp:name","daedric.milestone;surface.message","Daedric","champion.entry","message-record-name","Devotion.esp:MESG:07124F:Devotion.esp:PDV_Msg_Daedric_Mephala_ChampionEntry:Name","Mephala's Web","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One-time on first Champion tier","500","P3","false","a7ec20d5dddf72c2d6bd80c60bfd7059","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071250:Devotion.esp:description","daedric.price;surface.message","Daedric","unclassified","message-body","Devotion.esp:MESG:071250:Devotion.esp:PDV_Msg_Daedric_Mephala_Commitment:Description","Three times you chose the hidden way -- the bargain struck in the dark, the loyalty spun and cut, the web built with intent. You hear me, then. Take the threads. Their price is that you will never again see a room and not count its secrets.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Fires once when the commitment gate clears","500","P3","false","894bf3ad929c5419886d00c799dc3c3d","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071250:Devotion.esp:menubuttons[0].text","daedric.notice;surface.message","Daedric","unclassified","message-button","Devotion.esp:MESG:071250:Devotion.esp:PDV_Msg_Daedric_Mephala_Commitment:MenuButtons[0].Text","Continue","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Fires once when the commitment gate clears","500","P2","false","953ec92ffaae3a3534757de903da6236","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071250:Devotion.esp:name","daedric.notice;surface.message","Daedric","unclassified","message-record-name","Devotion.esp:MESG:071250:Devotion.esp:PDV_Msg_Daedric_Mephala_Commitment:Name","Mephala's Whisper","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Fires once when the commitment gate clears","500","P3","false","d1fe1b91ae797753654f194724978533","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071251:Devotion.esp:description","daedric.price;surface.message","Daedric","unclassified","message-body","Devotion.esp:MESG:071251:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Suspected:Description","Something about you invites suspicion. People guard their words near you now.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Suspected","80","P3","false","54f2d711d7d14a83c9cd0d8e89d67c9e","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071251:Devotion.esp:name","daedric.price;surface.message","Daedric","unclassified","message-record-name","Devotion.esp:MESG:071251:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Suspected:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Suspected","80","P2","false","7c6be616d54a038462cf514ef73f6cc4","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071252:Devotion.esp:description","daedric.price;surface.message","Daedric","unclassified","message-body","Devotion.esp:MESG:071252:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Known:Description","Your hand in the hidden web is known. Trust closes quietly wherever you go.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Known","80","P3","false","315afdbc4cd81383e15bc04aa8be3677","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071252:Devotion.esp:name","daedric.price;surface.message","Daedric","unclassified","message-record-name","Devotion.esp:MESG:071252:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Known:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Known","80","P2","false","59e55f9a952111c7a92497f134333c47","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071253:Devotion.esp:description","daedric.price;surface.message","Daedric","unclassified","message-body","Devotion.esp:MESG:071253:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Notorious:Description","You are known for the web you spin. The honest have turned against you.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Notorious","80","P3","false","e21a4a03d6ec26f1e9039ce5b089f78b","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071253:Devotion.esp:name","daedric.price;surface.message","Daedric","unclassified","message-record-name","Devotion.esp:MESG:071253:Devotion.esp:PDV_Notif_Daedric_Mephala_Stigma_Notorious:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: On entering Notorious","80","P2","false","716bdff08737425a1a610952c55c2137","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071254:Devotion.esp:description","daedric.exit;surface.message","Daedric","neglect.lapse","message-body","Devotion.esp:MESG:071254:Devotion.esp:PDV_Notif_Daedric_Mephala_NeglectTexture:Description","You let the threads go slack. Mephala's web dims; the distrust you spun remains.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per lapse-band crossing","80","P3","false","b06f9bdb3d2b21c980aa9be2df9803fd","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071254:Devotion.esp:name","daedric.exit;surface.message","Daedric","neglect.lapse","message-record-name","Devotion.esp:MESG:071254:Devotion.esp:PDV_Notif_Daedric_Mephala_NeglectTexture:Name","Mephala","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: One per lapse-band crossing","80","P2","false","3db47061fa2d8c12d164ecadf880f7e0","","",""
"pdv.copy-prose-exchange.v1","esp:mesg:071255:Devotion.esp:description","daedric.notice;surface.message","Daedric","unclassified","message-body","Devotion.esp:MESG:071255:Devotion.esp:PDV_Msg_Daedric_Mephala_Exit:Description","You cut yourself free of the web. Mephala does not mind -- a single thread is nothing to her. The leverage is gone, the hidden ways close. But the corruption you carried leaves its mark slowly, and those who learned to distrust you do not relearn trust on your schedule.","Live record field is inventoried, but its current firing/attachment contract still requires source linkage. Prior reference claim: Fires once on renunciation; residue persists","500","P3","false","8abc651c4e2289e750cfd17f69d71bb8","","",""
