id,surface,race,target,requirement,tier,authority,verify_layer,check_hint,notes,cluster,status
BC-0069,signal_channel,Imperial,broad Nine Divines (civic),"Imperial broad civic Divine field must have signal channels for Legion membership, city civic quests, and public shrine use; state-based, not repeat shrine spam.",BETA,PDV_RaceSignalMatrix.csv – Imperial / Broad civic Divine field,source,,,signals,UNVERIFIED
BC-0070,signal_channel,Imperial,Concordat compliance (Talos penalty),"Imperial Concordat compliance lane must have signal channels for reporting/enabling Talos suppression via Legion/Thalmor-aligned resolutions; state changes only, feeding ConcordatStanding.",BETA,PDV_RaceSignalMatrix.csv – Imperial / Concordat compliance lane,source,,,signals,UNVERIFIED
BC-0071,signal_channel,Imperial,ConcordatStanding actions,"Each authored action must update ConcordatStanding by documented points: hidden Talos shrine -15, help worshipper escape -15, kill Thalmor unprovoked -10, Stormcloaks -20, refuse to report -5, publicly observe ban +5, report worshipper +15, attack worshipper +15, Imperial Legion +10, escort Thalmor prisoner +10.",BETA,PDV_RaceDesign_Imperial.md — ConcordatStanding Track action table,source,ConcordatStanding point-update calls in ScoreAction / OnStageSet handlers,,race-sheets,UNVERIFIED
BC-0072,signal_channel,Imperial,Imperial civic piety faucet,Imperial must have a working active-patron piety faucet (IsFirstTierRaceRewardEligible gating) yielding ~12 days cold-start to Devoted at steady honest civic play; qualifying civic signals award real piety via AwardCuratedSignal routes (routes 110-113).,BETA,PDV_ImperialRewardRecords.spec.json § notes TARGET PACE; § authoringPlan.verify QASmoke routes 110-113,runtime-status,QASmoke routes 110-113 per PDV_Phase20ImperialImplementationCosting.manifest.json,,roster,UNVERIFIED
BC-0073,signal_channel,Imperial,Stendarr,"Imperial must have signal channels for mercy-over-persecution via quest resolutions that spare, protect, or relieve persecution pressure; distinct resolutions only.",BETA,PDV_RaceSignalMatrix.csv – Imperial / Stendarr lane,source,,,signals,UNVERIFIED
BC-0074,signal_channel,Imperial,Talos (private defiance),"Imperial must have signal channels for hidden Talos shrine use, worshipper-protection quest choices, and anti-Thalmor resolutions; major acts only, no farmable shrine loop.",BETA,PDV_RaceSignalMatrix.csv – Imperial / Talos defiance lane,source,,,signals,UNVERIFIED
BC-0075,signal_channel,Khajiit,Alkosh,"Khajiit Alkosh focus must have signal channels for dragon-order and anti-chaos acts via main quest dragon milestones; milestone-only, not an ordinary combat path.",BETA,PDV_RaceSignalMatrix.csv – Khajiit / Alkosh focus,source,,,signals,UNVERIFIED
BC-0076,signal_channel,Khajiit,Alkosh path,"Alkosh emphasis must award piety for: named dragon kills (per dragon, natural scarcity is anti-farm); main quest dragon-facing beats; anti-chaos/order-keeping quest stages. Random encounter dragons score less than named/cosmic ones.",BETA,PDV_RaceDesign_Khajiit.md — Signal Examples (Alkosh) + Implementation notes (named vs random dragon),source,Alkosh ScoreAction: ActorBase/keyword check for named dragon,,race-sheets,UNVERIFIED
BC-0077,signal_channel,Khajiit,Azurah,"Khajiit Azurah focus must have signal channels for twilight threshold and Azura's Star content; quest milestone only, no generic magic drift substitute.",BETA,PDV_RaceSignalMatrix.csv – Khajiit / Azurah focus,source,,,signals,UNVERIFIED
BC-0078,signal_channel,Khajiit,Azurah path,"Azurah emphasis must award piety for: dawn/dusk observance outdoors (daily cap, 2x), Azurah's Star quest (one-time maximum), major dungeon entry/major quest threshold (per threshold, minor piety + flavor), post-crisis rest after vampire/werewolf cure.",BETA,PDV_RaceDesign_Khajiit.md — Signal Examples (Azurah) + Contextual Favor table,source,,,race-sheets,UNVERIFIED
BC-0079,signal_channel,Khajiit,Baan Dar,"Khajiit Baan Dar focus must have signal channels for pariah survival and clever reversals via exile-mercy quests, outsider aid, evasive success; distinct outcomes only, not collapsed into generic crime value.",BETA,PDV_RaceSignalMatrix.csv – Khajiit / Baan Dar focus,source,,,signals,UNVERIFIED
BC-0080,signal_channel,Khajiit,Baan Dar path,"Baan Dar emphasis must award piety for: near-death combat survival (<10% health, win or escape — weekly cap once per week); exile/outsider NPC aid; survival combat while severely outnumbered (3+ enemies or higher-level); clever-reversal quest choices outside city walls.",BETA,PDV_RaceDesign_Khajiit.md — Signal Examples (Baan Dar) + Tier 3 Champion,source,BaanDarLuck weekly cap StorageUtil key,,race-sheets,UNVERIFIED
BC-0081,signal_channel,Khajiit,Caravan commerce anti-farm,"Buying or selling with Khajiit caravan merchants (Ma'dran, Ri'saad, Ahkari, Khaara) must use a daily cap per caravan encounter; NPC schedules must be accounted for (signal fires per caravan encounter, not per dialogue line).",FUTURE,PDV_RaceDesign_Khajiit.md — Signal Examples / caravan commerce + Implementation flags,source,KhajiitCaravan ScoreAction: daily-cap per caravan NPC,[auto-demoted: matches explicit descope],race-sheets,UNVERIFIED
BC-0082,signal_channel,Khajiit,Khajiit travel anti-fast-travel,Khajiit road-travel piety (on-foot travel between major areas) must NOT fire on fast travel; require elapsed-time-since-last-location-change or explicit travel-on-foot detection via location change events over time; daily cap per travel leg.,BETA,PDV_RaceDesign_Khajiit.md — Implementation flags / Fast travel bypass,source,,,race-sheets,UNVERIFIED
BC-0083,signal_channel,Khajiit,Khenarthi,Khajiit Khenarthi focus must have signal channels for merciful guidance and open-sky travel via travel/rescue/mercy quest resolutions; quest milestones plus capped travel-family support.,BETA,PDV_RaceSignalMatrix.csv – Khajiit / Khenarthi focus,source,,,signals,UNVERIFIED
BC-0084,signal_channel,Khajiit,Khenarthi path,"Khenarthi emphasis must award piety for: outdoor sleep (daily cap), on-foot travel between major areas (not fast travel, daily cap per leg), caravan NPC interaction/trade (Ma'dran/Ri'saad/Ahkari/Khaara — per encounter cooldown), road-home circuit cycling between 2-3 designated anchors.",BETA,PDV_RaceDesign_Khajiit.md — Signal Examples (Khenarthi/substrate) + Road-home cadence (LOCKED),source,,,race-sheets,UNVERIFIED
BC-0085,signal_channel,Khajiit,lunar substrate – road life,"Khajiit lunar substrate must have a signal channel for open-road exile life via outdoor sleep, nighttime travel, holdless-road life proxies; per-day cap plus location variety requirement.",BETA,PDV_RaceSignalMatrix.csv – Khajiit / Layer 1 lunar substrate / Open-road exile life,source,,,signals,UNVERIFIED
BC-0086,signal_channel,Khajiit,lunar substrate (Riddle'Thar),Khajiit lunar substrate must have a daily-capped signal channel for moon observance under visible sky via curated dawn/dusk/night observance flag or outdoor-sky location proxy; max 1-2 lunar observances per day.,BETA,PDV_RaceSignalMatrix.csv – Khajiit / Layer 1 lunar substrate / Moon observance,source,,,signals,UNVERIFIED
BC-0087,signal_channel,Khajiit,Rajhin,"Khajiit Rajhin focus must have signal channels for artful theft and name-making via Thieves Guild milestones, elegant theft quests; quest-driven and style-gated, no petty theft farming.",BETA,PDV_RaceSignalMatrix.csv – Khajiit / Rajhin focus,source,,,signals,UNVERIFIED
BC-0088,signal_channel,Khajiit,Rajhin path,"Rajhin emphasis must award piety for: elegant theft from notable targets (high-value or story-important, undetected, per target cooldown); Thieves Guild stages; story-worthy stolen items. Petty theft must NOT trigger piety spam.",BETA,PDV_RaceDesign_Khajiit.md — Signal Examples (Rajhin) + in-game hook cross-check,source,Rajhin ScoreAction: notable-target filter,,race-sheets,UNVERIFIED
BC-0089,signal_channel,Nord,Broad Nine Divines,"Broad Nine Divines must award piety for Kynareth's road grace, household/mercy duty, proper death/anti-necromancy, honest work/learned craft, and Talos pressure inside the Nine — each with daily cap or cooldown.",BETA,PDV_RaceDesign_Nord.md — Broad Nine Divines contextual favor table,source,PDV__ManagerQuest ScoreAction entries for NordBroadNineDivines lanes,,race-sheets,UNVERIFIED
BC-0090,signal_channel,Nord,Broad Old Ways,"Broad Old Ways must award piety for sky-road endurance (outdoor sleep/wilderness travel), honorable ordeal, hearth and hold defense, death-right/ancestor-quiet acts, and hidden Talos defiance — each with a daily or cooldown anti-farm cap.",BETA,PDV_RaceDesign_Nord.md — Broad Old Ways contextual favor table,source,PDV__ManagerQuest ScoreAction entries for NordBroadOldWays lanes,,race-sheets,UNVERIFIED
BC-0091,signal_channel,Nord,Kyne,Nord Kyne lane must have a signal channel for open-sky / outdoor rest with per-day cap and suppression of immediate repeats.,BETA,PDV_RaceSignalMatrix.csv – Nord / Kyne/Kynareth lane,source,,,signals,UNVERIFIED
BC-0092,signal_channel,Nord,Kyne / Akatosh,Nord must have signal channels for Greybeard and Thu'um milestones (main quest + Greybeards quest stages); ordinary shout spam must not stack here.,BETA,PDV_RaceSignalMatrix.csv – Nord / Kyne/Akatosh/dragon-order contact,source,,,signals,UNVERIFIED
BC-0093,signal_channel,Nord,Kyne / Shor / Tsun / Stuhn / Talos (Broad Old Ways),"Nord broad Old Ways path must have a signal channel for honorable hostile combat (Kill Actor hostile humanoid classification routed through ActionRouter), daily-capped.",BETA,PDV_RaceSignalMatrix.csv – Nord / Broad Old Ways / Nine Divines,source,"ActionRouter kill-event handler, hostile classification gate, daily clamp.",,signals,UNVERIFIED
BC-0094,signal_channel,Nord,Kyne/Kynareth,"Focused Kyne/Kynareth context has live support/favor routing through the Nord sky-road contextual favor path, but the original piety-award wording remains a separate source-authoring question.",BETA,PDV_RaceDesign_Nord.md — Focused Kyne contextual favor table; live support route is RouteNordKyneTalosContext,source,RouteNordKyneTalosContext; HandleNordKyneTalosContext; PDV_SPEL_Favor_NordBroadNineDivines_KynarethRoadGrace,,race-sheets,UNVERIFIED
BC-0095,signal_channel,Nord,Mara,"Nord Mara / hearth lane must have signal channels for marriage quest state, home ownership, and major hold/community restoration stages; one reward per distinct milestone.",BETA,PDV_RaceSignalMatrix.csv – Nord / Mara/hearth lane,source,,,signals,UNVERIFIED
BC-0096,signal_channel,Nord,Shor / Tsun / Stuhn,"Nord must have signal channels for warrior-society and honorable-trial content via Companions membership, Sovngarde/Tsun stages, and explicit trial resolutions; named milestones only.",BETA,PDV_RaceSignalMatrix.csv – Nord / Shor/Tsun/Stuhn lane,source,,,signals,UNVERIFIED
BC-0097,signal_channel,Nord,Talos,"Nord Talos lane must have signal channels for Talos-ban defiance via Civil War stages, Thalmor resistance quests, and shrine concealment/protection flags; one-time per major act.",BETA,PDV_RaceSignalMatrix.csv – Nord / Talos/Ysmir lane,source,,,signals,UNVERIFIED
BC-0098,signal_channel,Nord,Talos/Ysmir ConcordatStanding-equivalent,"Nord Talos defiance must use curated authored signals (shrine activation, hiding worshippers, Thalmor questline beats) with per-act or cooldown cadence — not generic anti-Thalmor violence; costly-faithful signal only triggers Noted/Marked favor.",BETA,PDV_RaceDesign_Nord.md — Talos pressure rule + Signal Examples,source,NordTalosDefiance ScoreAction rows,,race-sheets,UNVERIFIED
BC-0099,signal_channel,Orc,City Orc,"City mode must award piety for: quality labor without recognition (named craft/commission, quality threshold), dignity under mixed-society pressure (curated hostile/dismissive NPC quest outcome only — no ambient persuasion), Orc solidarity outside the hold (named Orc NPC aid), self-made community (PDV_SacredPlace + investment events).",BETA,PDV_RaceDesign_Orc.md — Contextual Favor Table / City Orc lanes,source,,City dignity is curated-hook only; generic persuasion does NOT trigger favor,race-sheets,UNVERIFIED
BC-0100,signal_channel,Orc,Forge quality signal,Orc smithing piety must require a quality threshold (Fine or better tempering recommended) and context (stronghold/workplace for Stronghold mode); raw crafting count must NEVER trigger favor; daily caps apply.,BETA,PDV_RaceDesign_Orc.md — Contextual Favor Table review locks + Quality crafting signal implementation,source,ItemCrafted/tempering event handler: quality filter + mode context check,,race-sheets,UNVERIFIED
BC-0101,signal_channel,Orc,Legion/Exile Orc,"LegionExile mode must award piety for: contract completed under pressure (Civil War/faction quest stage, completed pressure-bearing service — membership alone is context not trigger), endurance carried privately (long quest/dungeon run, daily cap, overextension gets only tiny flavor), discipline without self-erasure (curated milestones only), exile's burden answered (PDV_SacredPlace self-made community).",BETA,PDV_RaceDesign_Orc.md — Contextual Favor Table / Legion/Service/Exile lanes,source,,,race-sheets,UNVERIFIED
BC-0102,signal_channel,Orc,Malacath – Blood-Kin / mode transition,"Orc must have a milestone signal channel for Blood-Kin and stronghold acceptance via The Cursed Tribe, Blood-Kin state, and stronghold aid milestones; milestone-only.",BETA,PDV_RaceSignalMatrix.csv – Orc / Mode transition,source,,,signals,UNVERIFIED
BC-0103,signal_channel,Orc,Malacath – forge,"Orc Stronghold mode must have a signal channel for forge excellence and communal provision via smithing-quality proxy or curated stronghold/provision quests; daily cap, quality threshold, community context required.",BETA,PDV_RaceSignalMatrix.csv – Orc / Stronghold mode / Forge excellence,source,,,signals,UNVERIFIED
BC-0104,signal_channel,Orc,Malacath – oath/strength,"Orc must have signal channels for oath-keeping, challenge, and proven strength via quest resolutions involving challenge, consequence, and honorable endurance; distinct major tests only.",BETA,PDV_RaceSignalMatrix.csv – Orc / Stronghold/general Malacath code,source,,,signals,UNVERIFIED
BC-0105,signal_channel,Orc,Stronghold Orc,"Stronghold mode must award piety for: Blood-Kin/stronghold crisis (Marked for major crisis resolution), forge excellence serving the hold (quality/value threshold, daily cap), communal provision/oath kept (stronghold NPC aid, curated quest stages), worthy challenge witnessed (boss/higher-level enemy kill, Quiet default).",BETA,PDV_RaceDesign_Orc.md — Contextual Favor Table / Stronghold lanes,source,,,race-sheets,UNVERIFIED
BC-0106,signal_channel,Redguard,Alik'r quest (MS08),"MS08 (In My Time Of Need, Skyrim.esm:01CF25) stage 201 must fire as Crown/Hammerfell justice/ancestor-duty positive signal; stage 200 must fire as Forebear/exile-protection/anti-Alik'r positive signal. One-time sect identity signal.",BETA,PDV_RaceDesign_Redguard.md — Alik'r / Hammerfell diaspora choice hook (LOCKED),esp,MS08 stages 200 and 201 — OnStageSet handlers,,race-sheets,UNVERIFIED
