id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0040,signal_channel,Bosmer,Baan Dar - Bandit Road,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bosmer Bandit Road path must have signal channels for survival theft and evasive escape via escape/anti-authority/survival theft quest outcomes; quest milestones only, no petty theft loop.",PDV_RaceSignalMatrix.csv - Bosmer / The Bandit Road
BC-0041,signal_channel,Bosmer,Bandit Road (Baan Dar),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bandit Road must award piety for: sleeping outdoors (daily cap), surviving combat while severely outnumbered (+piety), successful pickpocket from notable target (per target, cooldown), road-life acts (travel without inns, harsh conditions). Weekly-capped near-death Baan Dar Luck triggers once per in-game week.",PDV_RaceDesign_Bosmer.md -- The Bandit Road tier rewards + Signal Examples
BC-0042,signal_channel,Bosmer,Exchange (Z'en),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Exchange path must award piety for: completing quests that redress a wrong (+piety major), honoring promises/contracts under pressure, attacking enemies who attacked allies first (defender not aggressor). Justice-facing quest choices score Z'en piety.",PDV_RaceDesign_Bosmer.md -- The Exchange tier rewards + Signal Examples
BC-0043,signal_channel,Bosmer,Living Story,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Living Story must award piety for helping NPCs preserve something (community/memory/life, quest-specific), nature-site visits (groves/standing stones), death-rite adjacent quests (Arkay piety), and secondary god acts from Arkay/Xarxes/Mara/Stendarr each with appropriate cadence.",PDV_RaceDesign_Bosmer.md -- The Living Story tier rewards + Signal Examples
BC-0045,signal_channel,Bosmer,Y'ffre - Living Story,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bosmer Living Story path must have signal channels for forest attunement via specific forest sites, wilderness-rest proxies, respectful-hunt quest states; site rotation and daily cap.",PDV_RaceSignalMatrix.csv - Bosmer / The Living Story / forest attunement
BC-0046,signal_channel,Bosmer,Y'ffre - Old Contract,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Bosmer Old Contract path must have signal channels for pact-compliant hunt and anti-desecration behavior via curated hunt outcome and carcass-respect quest stages; severe cap and context checks required.,PDV_RaceSignalMatrix.csv - Bosmer / The Old Contract
BC-0047,signal_channel,Bosmer,Z'en - Exchange,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Bosmer Exchange path must have signal channels for debt settling, redress, and proportional vengeance via balance-restoring resolutions; only explicit redress outcomes count, not collapsed into merchant gold gain.",PDV_RaceSignalMatrix.csv - Bosmer / The Exchange
BC-0050,signal_channel,Breton,Green Way (Y'ffre-adjacent),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Breton Green Way must have signal channels for nature-site rite and standing-stone observance via specific outdoor locations; site rotation and cooldown required.,PDV_RaceSignalMatrix.csv - Breton / Druidic Y'ffre lane
BC-0051,signal_channel,Breton,Hidden Art (Daedric),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Breton Hidden Art lane must have signal channels for public Daedric practice via Daedric quest completion, anti-Vigilant acts, and public occult milestones; major occult acts only.",PDV_RaceSignalMatrix.csv - Breton / Witchcraft lane
BC-0054,signal_channel,Breton,Knight's Road - KnightlyVowIntegrity,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Breton Knight's Road must have a neglect/degradation channel for oath-breaking via Thieves Guild / Dark Brotherhood membership and selected crime/innocent-kill proxies; membership and major crimes, not petty theft spam.",PDV_RaceSignalMatrix.csv - Breton / Knightly vow integrity
BC-0055,signal_channel,Breton,Knight's Road (Akatosh/Stendarr/Mara),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Breton Knight's Road must have signal channels for protective justice via quest completion with merciful/helpful outcomes; only significant aid events count.,PDV_RaceSignalMatrix.csv - Breton / Imperial Divines/knightly lane
BC-0058,signal_channel,Dunmer,ancestor layer,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Dunmer ancestor layer must have a daily-capped signal channel for ash-prayer and shrine maintenance (portable shrine interaction proxy, dawn/evening ritual flag); max one morning and one evening credit per day.",PDV_RaceSignalMatrix.csv - Dunmer / Ancestor layer / ash-prayer
BC-0059,signal_channel,Dunmer,ancestor layer - community,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Dunmer must have signal channels for Grey Quarter solidarity via Grey Quarter quests, refugee aid, and Dunmer protection/community support; distinct quest outcomes only.",PDV_RaceSignalMatrix.csv - Dunmer / Ancestor layer / Grey Quarter solidarity
BC-0060,signal_channel,Dunmer,Azura,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Dunmer Azura layer must have signal channels for twilight threshold and Azura's Star quest stages; major threshold acts only.,PDV_RaceSignalMatrix.csv - Dunmer / Azura layer
BC-0061,signal_channel,Dunmer,Azura focus,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Azura focus must award piety for: threshold kept (dawn/dusk observance, quest chapter entries), painful truth revealed (Black Star outcome, betrayal exposed, prophetic revelation), exile endured without dissolving, changed body witnessed (vampire/werewolf cure), and star/twilight rite (Azura shrine, artifact).",PDV_RaceDesign_Dunmer.md -- Contextual Favor Table / Azura focus lanes
BC-0062,signal_channel,Dunmer,Boethiah,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Dunmer Boethiah layer must have signal channels for Boethiah's Calling and explicit overthrow/trial resolutions; named milestones only.,PDV_RaceSignalMatrix.csv - Dunmer / Boethiah layer
BC-0063,signal_channel,Dunmer,Boethiah focus,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Boethiah focus must award piety for: trial survived (rival-strength/boss kills), false authority overthrown (Boethiah's Calling, corrupt authority removed), betrayal-as-test endured, Chimeric self-authorship (defeat Thalmor/Altmer rival in meaningful context), conspiracy moved cleanly. NOT from random betrayal or generic violence.",PDV_RaceDesign_Dunmer.md -- Contextual Favor Table / Boethiah focus lanes + Boethiah favor boundary (LOCKED)
BC-0064,signal_channel,Dunmer,Dunmer shared Layer 1+2,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Pre-focus Dunmer must award piety for: ash-prayer/portable shrine maintained in exile (daily), ancestors witnessing honorable victory (rival-strength enemy, no sneak opener, daily cap), diaspora solidarity (Grey Quarter/refugee/Dunmer NPC aid), Reclamation acknowledgment (Good Daedra shrine/quest), dead/family obligations proxy.",PDV_RaceDesign_Dunmer.md -- Contextual Favor Table (shared Ancestors + Good Daedra lanes)
BC-0065,signal_channel,Dunmer,Mephala,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Dunmer Mephala layer must have signal channels for secret-keeping and hidden-community protection via hidden-network quest choices and The Whispering Door; distinct secret-network resolutions only.,PDV_RaceSignalMatrix.csv - Dunmer / Mephala layer
BC-0066,signal_channel,Dunmer,Mephala focus,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Mephala focus must award piety for: hidden community protected (Grey Quarter/Thieves Guild network), secret kept with consequence (discretion preserving obligation), lethal secret answered (Ebony Blade/Whispering Door, targeted assassination), obligation web maintained (TG advancement, fence/network use), necessary lie held in balance. NOT from random murder, casual theft, or convenient lying.",PDV_RaceDesign_Dunmer.md -- Contextual Favor Table / Mephala focus lanes + Mephala favor boundary (LOCKED)
BC-0067,signal_channel,Imperial,Arkay,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Imperial must have signal channels for burial order and anti-necromancy via Hall of the Dead and anti-necromancer quest stages; quest milestones only.,PDV_RaceSignalMatrix.csv - Imperial / Arkay lane
BC-0068,signal_channel,Imperial,Broad Nine Divines,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Imperial broad Nine Divines must award piety for mercy/restraint under civic pressure, burial duty/death-order maintenance, lawful order/public service, honest work/civic exchange, and public/private Talos pressure -- each via curated hooks with anti-farm caps.",PDV_RaceDesign_Imperial.md -- Broad Nine Divines contextual favor table
BC-0069,signal_channel,Imperial,broad Nine Divines (civic),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Imperial broad civic Divine field must have signal channels for Legion membership, city civic quests, and public shrine use; state-based, not repeat shrine spam.",PDV_RaceSignalMatrix.csv - Imperial / Broad civic Divine field
BC-0070,signal_channel,Imperial,Concordat compliance (Talos penalty),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Imperial Concordat compliance lane must have signal channels for reporting/enabling Talos suppression via Legion/Thalmor-aligned resolutions; state changes only, feeding ConcordatStanding.",PDV_RaceSignalMatrix.csv - Imperial / Concordat compliance lane
BC-0072,signal_channel,Imperial,Imperial civic piety faucet,BETA,runtime-status,NEEDS-MANUAL,Gate ledger verdict: Fail (runtime proof is the user's smoke lane).,Imperial must have a working active-patron piety faucet (IsFirstTierRaceRewardEligible gating) yielding ~12 days cold-start to Devoted at steady honest civic play; qualifying civic signals award real piety via AwardCuratedSignal routes (routes 110-113).,PDV_ImperialRewardRecords.spec.json Section notes TARGET PACE; Section authoringPlan.verify QASmoke routes 110-113
BC-0073,signal_channel,Imperial,Stendarr,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Imperial must have signal channels for mercy-over-persecution via quest resolutions that spare, protect, or relieve persecution pressure; distinct resolutions only.",PDV_RaceSignalMatrix.csv - Imperial / Stendarr lane
BC-0074,signal_channel,Imperial,Talos (private defiance),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Imperial must have signal channels for hidden Talos shrine use, worshipper-protection quest choices, and anti-Thalmor resolutions; major acts only, no farmable shrine loop.",PDV_RaceSignalMatrix.csv - Imperial / Talos defiance lane
BC-0075,signal_channel,Khajiit,Alkosh,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Alkosh focus must have signal channels for dragon-order and anti-chaos acts via main quest dragon milestones; milestone-only, not an ordinary combat path.",PDV_RaceSignalMatrix.csv - Khajiit / Alkosh focus
BC-0077,signal_channel,Khajiit,Azurah,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Azurah focus must have signal channels for twilight threshold and Azura's Star content; quest milestone only, no generic magic drift substitute.",PDV_RaceSignalMatrix.csv - Khajiit / Azurah focus
BC-0078,signal_channel,Khajiit,Azurah path,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Azurah emphasis must award piety for: dawn/dusk observance outdoors (daily cap, 2x), Azurah's Star quest (one-time maximum), major dungeon entry/major quest threshold (per threshold, minor piety + flavor), post-crisis rest after vampire/werewolf cure.",PDV_RaceDesign_Khajiit.md -- Signal Examples (Azurah) + Contextual Favor table
BC-0079,signal_channel,Khajiit,Baan Dar,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Baan Dar focus must have signal channels for pariah survival and clever reversals via exile-mercy quests, outsider aid, evasive success; distinct outcomes only, not collapsed into generic crime value.",PDV_RaceSignalMatrix.csv - Khajiit / Baan Dar focus
BC-0080,signal_channel,Khajiit,Baan Dar path,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Baan Dar emphasis must award piety for: near-death combat survival (<10% health, win or escape -- weekly cap once per week); exile/outsider NPC aid; survival combat while severely outnumbered (3+ enemies or higher-level); clever-reversal quest choices outside city walls.",PDV_RaceDesign_Khajiit.md -- Signal Examples (Baan Dar) + Tier 3 Champion
BC-0082,signal_channel,Khajiit,Khajiit travel anti-fast-travel,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Khajiit road-travel piety (on-foot travel between major areas) must NOT fire on fast travel; require elapsed-time-since-last-location-change or explicit travel-on-foot detection via location change events over time; daily cap per travel leg.,PDV_RaceDesign_Khajiit.md -- Implementation flags / Fast travel bypass
BC-0083,signal_channel,Khajiit,Khenarthi,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Khajiit Khenarthi focus must have signal channels for merciful guidance and open-sky travel via travel/rescue/mercy quest resolutions; quest milestones plus capped travel-family support.,PDV_RaceSignalMatrix.csv - Khajiit / Khenarthi focus
BC-0084,signal_channel,Khajiit,Khenarthi path,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khenarthi emphasis must award piety for: outdoor sleep (daily cap), on-foot travel between major areas (not fast travel, daily cap per leg), caravan NPC interaction/trade (Ma'dran/Ri'saad/Ahkari/Khaara -- per encounter cooldown), road-home circuit cycling between 2-3 designated anchors.",PDV_RaceDesign_Khajiit.md -- Signal Examples (Khenarthi/substrate) + Road-home cadence (LOCKED)
BC-0085,signal_channel,Khajiit,lunar substrate - road life,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit lunar substrate must have a signal channel for open-road exile life via outdoor sleep, nighttime travel, holdless-road life proxies; per-day cap plus location variety requirement.",PDV_RaceSignalMatrix.csv - Khajiit / Layer 1 lunar substrate / Open-road exile life
BC-0086,signal_channel,Khajiit,lunar substrate (Riddle'Thar),BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,Khajiit lunar substrate must have a daily-capped signal channel for moon observance under visible sky via curated dawn/dusk/night observance flag or outdoor-sky location proxy; max 1-2 lunar observances per day.,PDV_RaceSignalMatrix.csv - Khajiit / Layer 1 lunar substrate / Moon observance
BC-0087,signal_channel,Khajiit,Rajhin,BETA,source,NEEDS-MANUAL,No machine-checkable identifier extractable from requirement/check_hint.,"Khajiit Rajhin focus must have signal channels for artful theft and name-making via Thieves Guild milestones, elegant theft quests; quest-driven and style-gated, no petty theft farming.",PDV_RaceSignalMatrix.csv - Khajiit / Rajhin focus
